Date,Title,Lehrstuhl,Description,Link
2021/09/26,StudOn-Anmeldung für alle Lehrstuhl-Module im Sommersemester ab 1. April 2022 möglich,Lehrstuhl für Soziologie und Empirische Sozialforschung,Die Anmeldung zu den Veranstaltungen des Lehrstuhl für Soziologie und empirische Sozialforschung für das Sommersemester 2022 ist ab dem 01. April  über Studon möglich. Wir freuen uns außerdem Ihnen dieses Sommersemester die Bachelorseminare Spezielle Soziologie: Umweltsoziologie bei Prof. Abraham und Spezielle empirische Methoden: Digital Social Science &#8211; Youtube Scraping and Analysis bei...,https://www.soziologie.rw.fau.de/2021/09/26/module-wise21-22-anmeldung-ueber-studon-ab-01-10-2021-bis-zum-15-10-2021/
2021/07/06,Nachholtermin Einsichtnahme für die Soziologie I Klausur vom WS19/20 am 15. Juli – jetzt anmelden!,Lehrstuhl für Soziologie und Empirische Sozialforschung,"Aufgrund der Corona-Situation musste die Einsichtnahme für die Soziologie I Klausur vom Wintersemester 19/20 leider verschoben werden. Diese wird nun am Do., 15. Juli ab 9 Uhr nachgeholt. Alle Studierenden, die an der Einsichtnahme interessiert sind, melden sich bitte bis zwei Tage vorab per E-Mail an wiso-sozemp@fau.de an.",https://www.soziologie.rw.fau.de/2021/07/06/nachholtermin-einsichtnahme-fuer-die-soziologie-i-klausur-vom-ws19-20-am-15-juli-jetzt-anmelden/
2021/03/08,Module SoSe21 – Anmeldung über StudOn ab 15.03.2021,Lehrstuhl für Soziologie und Empirische Sozialforschung,Die Anmeldung zu den Veranstaltungen für das Sommersemester 2021ist ab dem 15. März 08:00 Uhr direkt über Studon möglich.,https://www.soziologie.rw.fau.de/2021/03/08/module-sose21-anmeldung-ueber-studon-ab-15-03-2021/
2020/11/27,Neuer Bericht online – Bachelorstudierende am Fachbereich Wirtschafts- und Sozialwissenschaften 2020,Lehrstuhl für Soziologie und Empirische Sozialforschung,Neuer Bericht online – Bachelorstudierende am Fachbereich Wirtschafts- und Sozialwissenschaften 2020.,https://www.soziologie.rw.fau.de/2020/11/27/neuer-bericht-online-bachelorstudierende-am-fachbereich-wirtschafts-und-sozialwissenschaften-2019/
2020/09/28,Informationen zum Kurs „ESF II – STATA Blockkurs“,Lehrstuhl für Soziologie und Empirische Sozialforschung,"Liebe Studierende, herzlichen Willkommen beim Stata-Einführungskurs. Wir freuen uns schon auf den Stata-Kurs mit euch – dieses Jahr in digitaler Form. Wie auch an anderer Stelle, müssen wir den Vorgaben entsprechend den Stata-Einführungskurs umplanen. Umso schwieriger macht es die Tatsache, dass ihr Stata nur in den PC-Pools kostenfrei nutzen könnt...",https://www.soziologie.rw.fau.de/2020/09/28/informationen-zum-kurs-esf-ii-stata-blockkurs/
2023/01/18,Ringvorlesung der Nürnberger Steuergespräche,Lehrstuhl für Steuerrecht und Öffentliches Recht,"Am 12. Januar 2023 hielten Katharina Rapp, Martin Schmidt unterstützt durch Mathias Müller (alle EY) im Rahmen der Ringvorlesung der Nürnberger Steuergespräche einen Vortrag zu aktuellen Richtlinienentwürfen der EU-Kommission bei den direkten Steuern. Insbesondere wurden die folgenden Vorschläge besprochen: Pillar 2 – Globale Mindestbesteuerung DEBRA (Debt-Equity Bias Reduction Allowance) –...",https://www.steuerrecht.rw.fau.de/2023/01/18/ringvorlesung-der-nuernberger-steuergespraeche/
2022/10/20,Anhörung zur Umsatzsteuersenkung auf Gaslieferungen,Lehrstuhl für Steuerrecht und Öffentliches Recht,Am 26.09.2022 führte der Finanzausschuss eine öffentliche Anhörung zu der von den Koalitionsfraktionen geplanten befristeten Senkung der Umsatzsteuer auf Gaslieferungen durch. Anlass der Anhörung war ein von den Koalitionsfraktionen eingebrachter Gesetzesentwurf zur Absenkung der Umsatzsteuer auf die Lieferung von Gas von derzeit 19 Prozent auf sieben Prozent. Prof. Dr. Roland...,https://www.steuerrecht.rw.fau.de/2022/10/20/anhoerung-zur-umsatzsteuersenkung-auf-gaslieferungen/
2022/10/20,Teilnahme am Podium der Berliner Steuergespräche zur Umsetzung der GloBE-Richtlinie,Lehrstuhl für Steuerrecht und Öffentliches Recht,"Im Rahmen der 84. Berliner Steuergespräche zum Thema &#8222;Die Umsetzung der GloBE-Richtlinie&#8220; beteiligte sich Prof. Dr. Roland Ismer an einer Podiumsdiskussion. Der Richtlinienentwurf der EU-Kommission verfolgt das Ziel, eine globale Mindestbesteuerung von multinationalen Unternehmen durch die EU-Mitgliedstaaten umzusetzen. Eine Aufnahme der Veranstaltung finden Sie hier (Link zu Youtube).",https://www.steuerrecht.rw.fau.de/2022/10/20/teilnahme-am-podium-der-berliner-steuergespraeche-zur-umsetzung-der-globe-richtlinie/
2022/07/07,Dr. Veronika Pull zu „Vorsteuer“,Lehrstuhl für Steuerrecht und Öffentliches Recht,Am 06.07.2022 hielt Dr. Veronika Pull (Flughafen München GmbH) im Rahmen der Masterveranstaltung „Umsatzsteuerrecht“ die Vorlesung zum Thema „Vorsteuer“.,https://www.steuerrecht.rw.fau.de/2022/07/07/dr-veronika-pull-zu-vorsteuer-2/
2022/06/30,Dr. Martin Robisch zu „Rechnung & Rechnungskorrektur“,Lehrstuhl für Steuerrecht und Öffentliches Recht,Am 29.06.2022 hielt Dr. Martin Robisch (EY) im Rahmen der Masterveranstaltung „Umsatzsteuerrecht“ einen Gastvortrag zum Thema „Rechnung &#38; Rechnungskorrektur“.,https://www.steuerrecht.rw.fau.de/2022/06/30/dr-martin-robisch-zu-rechnung-rechnungskorrektur/
2022/06/30,Dr. Heidi Friedrich-Vache zu „Steuerbefreiungen & Option“,Lehrstuhl für Steuerrecht und Öffentliches Recht,Am 22.06.2022 hielt Dr. Heidi Friedrich-Vache (Rödl &#38; Partner) im Rahmen der Masterveranstaltung „Umsatzsteuerrecht“ einen Gastvortrag zum Thema „Steuerbefreiungen &#38; Option“.,https://www.steuerrecht.rw.fau.de/2022/06/30/dr-heidi-friedrich-vache-zu-steuerbefreiungen-option/
2022/05/19,Annette Pogodda-Grünwald (BDO) zu „Geschäftsveräußerung im Ganzen“,Lehrstuhl für Steuerrecht und Öffentliches Recht,Am 18.05.2022 hielt Annette Pogodda-Grünwald (BDO) im Rahmen der Masterveranstaltung „Umsatzsteuerrecht“ einen Gastvortrag zum Thema „Geschäftsveräußerung im Ganzen“. &#160;,https://www.steuerrecht.rw.fau.de/2022/05/19/annette-pogodda-gruenwald-zu-geschaeftsveraeusserung-im-ganzen-2/
2022/05/05,Dr. Katharina Artinger zu „Digitalisierung in der Umsatzsteuer“,Lehrstuhl für Steuerrecht und Öffentliches Recht,Am 04.05.2022 hielt Dr. Katharina Artinger (KMLZ) im Rahmen der Masterveranstaltung „Umsatzsteuerrecht“ einen Gastvortrag zum Thema „Digitalisierung in der Umsatzsteuer“,https://www.steuerrecht.rw.fau.de/2022/05/05/dr-katharina-artinger-zu-digitalisierung-in-der-umsatzsteuer/
2022/04/27,TaxFACTs Infoveranstaltung,Lehrstuhl für Steuerrecht und Öffentliches Recht,"Liebe Studierende, die Präsentation zur TaxFACTs-Infoveranstaltung im SS 2022 finden Sie &#60;hier&#62;.",https://www.steuerrecht.rw.fau.de/2022/04/27/taxfacts-infoveranstaltung-5/
2022/03/22,5. Berliner Umsatzsteuertag,Lehrstuhl für Steuerrecht und Öffentliches Recht,Im Rahmen des 5. Berliner Umsatzsteuertages am 10. und 11. März 2022 gab Prof. Dr. Roland Ismer eine Einführung zur Frage „Was versteht man unter einem elektronischen Meldesystem?“. Darüber hinaus beteiligte er sich an der Vorabenddiskussion zum Thema „E-Invoicing: Die Pläne der Regierung für ein bundesweit einheitliches elektronisches Meldesystem für...,https://www.steuerrecht.rw.fau.de/2022/03/22/5-berliner-umsatzsteuertag/
2022/12/20,Wir stellen ein!,"Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft",Ab dem 01.03.2023 suchen wir eine*n motivierte*n wissenschaftliche*n Mitarbeiter*in (m/w/d) im Rahmen einer 75%-Anstellung und mit dem Ziel der Promotion. Weitere Informationen finden Sie hier.,https://www.digitalisierung.rw.fau.de/2022/12/20/wir-stellen-ein/
2022/09/22,"Herzlich Willkommen, Tim-Julian Schwehn!","Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft","Der Schöller-Stiftungslehrstuhl für Wirtschaftsinformatik freut sich, Tim-Julian im Team begrüßen zu dürfen! Er wird bei der Forschung unterstützen und sich vor allem beim Bachelor-Kurs ECCM einbringen. Wir freuen uns auf eine erfolgreiche Zusammenarbeit!",https://www.digitalisierung.rw.fau.de/2022/09/22/herzlich-willkommen-tim-julian-schwehn/
2022/09/09,"Goodbye, Hannes und Baihui!","Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft","Leider verlassen Baihui und Hannes unser Team des Schöller-Stiftungslehrstuhls. Sie haben uns mit ihrer Arbeit sehr unterstützt! Wir wünschen Euch, Hannes und Baihui, viel Erfolg für die Zukunft!",https://www.digitalisierung.rw.fau.de/2022/09/09/goodbye-hannes-und-baihui/
2022/07/26,"Herzlich Willkommen, Bastian Brechtelsbauer!","Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft","Bastian studierte von 2016 bis 2019 Wirtschaftswissenschaften mit Schwerpunkt Betriebswirtschaftslehre an der Friedrich-Alexander Universität (FAU). Die Schwerpunkte seines Bachelorstudiums lagen im Innovations- und Technologiemanagement sowie auf statistischen Verfahren, die er in seiner Bachelorarbeit über Methoden der technische Finanzmarktanalyse anwendete. Um sich weiter auf Informationsverarbeitung und Datenanalyse zu spezialisieren, studierte er...",https://www.digitalisierung.rw.fau.de/2022/07/26/herzlich-willkommen-bastian-brechtelsbauer/
2022/06/02,"Goodbye, Jasmina!","Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft","Ende des Monats Mai hat Jasmina Pirija das Team des Schöller-Stiftungslehrstuhls verlassen. Sie hat das Team mit ihrem Einsatz im Bereich Outreach sehr bereichert und wir bedanken uns im Namen des gesamten Lehrstuhls für ihre Unterstützung! Für deine weitere Laufbahn wünsche wir dir viel Erfolg, Jasmina!",https://www.digitalisierung.rw.fau.de/2022/06/02/goodbye-jasmina/
2022/05/07,"Schön, dich an Board zu haben, Tina Wölfl!","Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft","Tina Wölfl, geboren 1987, verheiratet und Mama zweier Kinder (2008 + 2010), studierte Mitte 2015 bis Ende 2019 in Teilzeit B.A. Personalmanagement an der IUBH im Fernstudium. Sie absolvierte von Oktober 2019 bis September 2020 an der FAU das Wirtschaftspädagogik Zertifikatsprogramm A bzw. B (Zweitfach Wirtschaftsinformatik). Von 2020 – 2022...",https://www.digitalisierung.rw.fau.de/2022/05/07/schoen-dich-an-board-zu-haben-tina-woelfl/
2022/05/05,"Schön, dass du dabei bist, Sindi Biba!","Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft","Sindi studierte von 2014 bis 2018 Wirtschaftsinformatik mit dem Schwerpunkt Informatik an der State University of New York (SUNY). Während ihres Studiums sammelte sie erste praktische Erfahrungen in der IT, während sie für ihre Bachelorarbeit an dem Thema CRM-Systeme arbeitete. Nach Abschluss ihres Bachelorstudiums arbeitete Sindi als Data Warehousing Specialist...",https://www.digitalisierung.rw.fau.de/2022/05/05/schoen-dass-du-dabei-bist-sindi-biba/
2022/04/01,"Herzlich Willkommen, Kateryna Babak!","Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft",Kateryna unterstützt die Studiengangskoordination bei der Verbesserung des Webauftritts und der Digitalisierung von administrativen Prozessen. Kateryna studiert den IIS Master im 2. Semester. Wir freuen uns auf die Zusammenarbeit!,https://www.digitalisierung.rw.fau.de/2022/04/01/herzlich-willkommen-kateryna-babak/
2022/04/01,"Goodbye, Tobi!","Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft","Tobi war ein Jahr lang DMA-Tutor, hat intensiv beim Aufbau des Moduls geholfen und den Lehrstuhl mit seiner Koordination unterstützt. Wir blicken zurück auf eine tolle Zusammenarbeit und wünschen alles Gute für die Zukunft!",https://www.digitalisierung.rw.fau.de/2022/04/01/goodbye-tobi/
2022/03/08,Neue Forschungsstudie zum Thema KI im Personalwesen,"Schöller Stiftungsprofessur für Wirtschaftsinformatik, insbesondere Digitalisierung in Wirtschaft und Gesellschaft","Immer häufiger setzen Unternehmen Künstliche Intelligenz (KI) ein, um im Bereich Human Resources (HR) effizienter arbeiten, sowie auch geeignetes Personal finden zu können. So kann beispielsweise für Bewerberinnen und Bewerber bei der Jobsuche ein Chatbot nützlich sein, um sich vorab ein Bild vom Tätigkeitsprofil zu machen und die eigenen Chancen...",https://www.digitalisierung.rw.fau.de/2022/03/08/neue-forschungsstudie-zum-thema-ki-im-personalwesen/
2022/12/15,Preis der Fritz und Maria Hofmann-Stiftung für Luisa Wicht,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Internationales Management","Im Rahmen der Absolventenfeier am 2. Dezember 2022 wurde der diesjährige Preis der Fritz und Maria Hofmann-Stiftung an Luisa Wicht überreicht. Die Stiftung fördert Forschung und Lehre an der FAU, insbesondere durch die Vergabe des „Fritz und Maria Hofmann-Preises“ für eine hervorragende wissenschaftliche Arbeit und die Unterstützung förderungswürdiger Forschungsvorhaben. Luisa...",https://www.im.rw.fau.de/2022/12/15/preis-der-fritz-und-maria-hofmann-stiftung-fur-luisa-wicht/
2022/10/12,"Auszeichnung für Luisa Wicht, M.Sc.","Lehrstuhl für Betriebswirtschaftslehre, insbes. Internationales Management","Luisa Wicht erzielte mit ihrer herausragenden Masterarbeit &#8220;Virtual assignments: Bridging distance through digital collaboration tools&#8221; den 3. Platz des Nachwuchsförderpreises des Bundesverbands der Personalmanager*innen (BPM). Der BPM fördert den HR-Nachwuchs, indem er jährlich die besten Abschlussarbeiten mit personalwirtschaftlichem Fokus auszeichnet. Die Auszeichnung fand im Rahmen des Personalmanagementkongresses 2022 in Berlin...",https://www.im.rw.fau.de/2022/10/12/auszeichnung-fur-luisa-wicht-m-sc/
2022/10/10,New Publication,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Internationales Management","Pandemie als nicht alltägliches Event-Risk. Auf der Suche nach Resilienz für Staaten, Unternehmen, Banken und Vermögen. Der Buchbeitrag von Professor Dr. Dirk Holtbrügge und Dr. Marcus Conrad ist im Springer Verlag erschienen und befasst sich mit den Auswirkungen der COVID-19-Pandemie. Die aktuelle COVID-19 Pandemie führt zu sozioökonomischen Umwälzungen in unserer...",https://www.im.rw.fau.de/2022/10/10/new-publication-31/
2022/09/12,Publication,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Internationales Management","The article “Systematic cross-cultural management education: a quasi-experimental analysis of guided experiential learning during intercultural simulations” by Dr. Christina Heidemann, former member of the Department, and Prof. Mikael Søndergaard from Aarhus University was published in Cross Cultural &#38; Strategic Management. More information can be found here: Systematic cross-cultural management education: a quasi-experimental...",https://www.im.rw.fau.de/2022/09/12/publication-2/
2022/08/18,New Publication,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Internationales Management","The paper &#8220;When the Chinese guy becomes the female IT specialist Liu &#8211; a conceptualization of reputational shifts in international assignments&#8221; authored by Theresa Bernhard, M.Sc. and Professor Dr. Dirk Holtbrügge and published in Journal of Global Mobility, has been featured in the journal&#8217;s bitblog. &#160; This study introduces a...",https://www.im.rw.fau.de/2022/08/18/publication/
2022/07/19,Neue Veröffentlichung,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Internationales Management","Das Standardwerk &#8220;Personalmanagement&#8221; von Prof. Dr. Dirk Holtbrügge ist soeben in neuer Auflage erschienen. Für die 8. Auflage wurden alle Kapitel überarbeitet, aktualisiert und erweitert. Sie berücksichtigt insbesondere neue Entwicklungen wie die Digitalisierung des Personalmanagement, die Zunahme mobiler Arbeit und die Führung auf Distanz sowie Reformen des Arbeitsrechts. Alle Literaturhinweise...",https://www.im.rw.fau.de/2022/07/19/neue-veroffentlichung/
2022/07/18,AIB: Best Paper Award for Theresa Bernhard et al.,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Internationales Management","The joint research project “The Impact of Surface and Deep-Level Attributes on Peer Evaluations in Global Virtual Teams” by Theresa Bernhard and her co-authors Ernesto Tavoletti (University of Macerata, Italy), Longzhu Dong (University of Wisconsin-Eau Claire), Vas Taras (University of North Carolina at Greensboro, USA) won the Best Paper Award...",https://www.im.rw.fau.de/2022/07/18/aib-best-paper-award-for-theresa-bernhard-et-al/
2022/07/18,Academy of International Business Annual Meeting 2022,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Internationales Management","Members of the Department of International Management presented their research at the Academy of International Business Conference in Miami, USA (6-9 July 2022). The following interactive and competitive presentations were held: Marc Oberhauser, Laura Kirste, and Dirk Holtbrügge: What Drives the Diffusion of CSR Practices in Global Value Chains –...",https://www.im.rw.fau.de/2022/07/18/academy-of-international-business-annual-meeting-2022/
2022/07/18,European Academy of Management Conference 2022,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Internationales Management","Members of the Department of International Management presented their research at the European Academy of Management Conference in Winterthur, Switzerland (15-17 June 2022). Luisa Wicht presented her research titled “Virtual assignments: Bridging distance through zooming” during the doctoral colloquium of the conference. Theresa Bernhard presented a paper titled “The Role...",https://www.im.rw.fau.de/2022/07/18/european-academy-of-management-conference-2022/
2022/05/31,International Human Resource Management,"Lehrstuhl für Betriebswirtschaftslehre, insbes. Internationales Management","SS 2022: This course will be offered as a block seminar by Muriel Durand, Associate Professor of Cross-Cultural Management at EM Normandie. Please note: This semester is the last opportunity to take the course &#8220;International Human Resource Management&#8221;, because the module &#8220;Strategisches und internationales Management I“ (83063) will no longer...",https://www.im.rw.fau.de/2022/05/31/international-human-resource-management/
2022/12/20,Kickoff White-Box AI Website,Juniorprofessur für Data Analytics,"We recently kicked of our project site https://www.whitebox-ai.rw.fau.de/, where we post updates about our process towards making AI more comprehensible for the humans. Our team, consisting of Prof. Patrick Zschech, Nico Hambauer, Sven Kruschel, Julian Rosenberger, Lasse Bohlen consists of researchers with various backgrounds which allows us to look at...",https://www.data-analytics.rw.fau.eu/2022/12/20/kickoff-white-box-ai-website/
2022/12/20,Paper Published at EMNLP,Juniorprofessur für Data Analytics,"Our paper &#8220;Towards Climate Awareness in NLP Research&#8221; has been presented at this years Conference on Empirical Methods in Natural Language Processing (EMNLP). In this work, we discuss the status of climate awareness of NLP and propose means to effectively keep track of climate impact from research. Abstract: The climate...",https://www.data-analytics.rw.fau.eu/2022/12/20/paper-published-at-emnlp/
2022/09/26,Business Analytics Exam Review [Bachelor],Juniorprofessur für Data Analytics,"The exam review for the Bachelor course “Business Analytics” summer term 2022 will take place in Room 4.121b, Lange Gasse 20 on Tuesday, 18th of October at 17:00. Please write a short mail to patrick.zschech@fau.de / mathias.kraus@fau.de until mid-October to sign up for this review.",https://www.data-analytics.rw.fau.eu/2022/09/26/business-analytics-exam-review-bachelor-2/
2022/08/29,Inviting Submissions on XAI for “Decision Support Systems”,Juniorprofessur für Data Analytics,"&#8212; We are inviting submissions to the special issue on &#8220;DSS Special Issue on Explainable AI for Enhanced Decision Making&#8221; in the journal Decision Support Systems. &#8212; Submission Timeline • Paper submission system opens: November 1st, 2022. • Paper submission deadline: June 15th, 2023. Context Artificial Intelligence (AI) defined as...",https://www.data-analytics.rw.fau.eu/2022/08/29/inviting-submissions-on-xai-for-enhanced-decision-making/
2022/07/13,White-Box AI: 3 Open PhD Positions,Juniorprofessur für Data Analytics,"Im Rahmen der KI-Nachwuchsforschergruppe “White-Box-AI” am Institut für Wirtschaftsinformatik der Friedrich-Alexander-Universität (FAU) Erlangen-Nürnberg, gefördert durch das Bundesministerium für Bildung und Forschung (BMBF), werden zum nächstmöglichen Termin &#160; 3 Promotionsstellen (E13 TV-L, 100%) im Umfang von 36 Monaten &#160; ausgeschrieben. Bewerbungsschluss ist der 15. August 2022. &#160; Das strategische Ziel zur...",https://www.data-analytics.rw.fau.eu/2022/07/13/white-box-ai-3-open-phd-positions/
2022/06/20,Paper Published at Production Planning & Control,Juniorprofessur für Data Analytics,"Our paper Selecting advanced analytics in manufacturing: a decision support model has been published by Production Planning &#38; Control. Abstract: Advanced analytics offers new means by which to increase efficiency. However, real-world applications of advanced analytics in manufacturing are scarce. One reason is that the management task of selecting advanced...",https://www.data-analytics.rw.fau.eu/2022/06/20/paper-published-at-production-planning-control/
2022/05/22,Paper accepted at the European Conference on Information Systems (ECIS),Juniorprofessur für Data Analytics,"Our paper &#8220;GAM (e) changer or not? An evaluation of interpretable machine learning models based on additive model constraints&#8221; authored by Patrick Zschech, Sven Weinzierl, Nico Hambauer, Sandra Zilker, and Mathias Kraus has been accepted at the 30th European Conference on Information Systems in Timisoara, Romania. In this work, we...",https://www.data-analytics.rw.fau.eu/2022/05/22/paper-accepted-at-the-european-conference-on-information-systems-ecis/
2022/05/12,Paper accepted at Finance Research Letters,Juniorprofessur für Data Analytics,"Our paper “Cheap talk and cherry-picking: What climatebert has to say on corporate climate risk disclosures” has been accepted in the Finance Research Letters. In this work, Nicolas Webersinke, Julia Bingler from ETH Zurich and Markus Leippold from University of Zurich develop ClimateBERT, an algorithm that enables us to analyze...",https://www.data-analytics.rw.fau.eu/2022/05/12/paper-accepted-at-finance-research-letters/
2022/03/15,Computer Vision student paper published in WI22 conference,Juniorprofessur für Data Analytics,"As a result of our offering Development of Deep Vision Systems, a group of four students was motivated to dig into their findings a bit deeper. They conducted further experiments with their computer vision model and were successful in handing in their paper &#8220;A Light in the Dark: Deep Learning...",https://www.data-analytics.rw.fau.eu/2022/03/15/computer-vision-student-paper-published-in-wi22-conference/
2022/03/08,Business Analytics Exam Review [Bachelor],Juniorprofessur für Data Analytics,"The exam review for the bachelor course &#8220;Business Analytics&#8221; this wintersemester 2021/2022 will take place in Room 5.431, Lange Gasse 20 on Monday, 2nd of May at 17:00. Please write a short mail to mathias.kraus@fau.de by the end of April to sign up for this review.",https://www.data-analytics.rw.fau.eu/2022/03/08/business-analytics-exam-review-bachelor/
2022/12/18,Wie sieht die Zukunft von Bildung und Lehre im Metaverse aus?,"Juniorprofessur für Wirtschaftsinformatik, insbesondere Gamification","Am Montag, den 19. Dezember 2022, um 18:00 Uhr MEZ, laden wir zusammen mit der Studentengemeinschaft für Metaverse &#38; Nachhaltigkeit der EELISA European University zu einem Vortrag von Buchautor und Spieledesigner Zander Brumbaugh ein 📚 🎮 🌟. Auf Basis seiner langjährigen Erfahrung in der Entwicklung von Inhalten auf der Metaverse-Plattform Roblox,...",https://gamification.rw.fau.de/2022/12/18/wie-sieht-die-zukunft-von-bildung-und-lehre-im-metaverse-aus/
2022/10/01,Gamification und Kooperation  – neuer Artikel veröffentlicht,"Juniorprofessur für Wirtschaftsinformatik, insbesondere Gamification","Menschen sind auf Zusammenarbeit angewiesen, um zu überleben, sich weiterzuentwickeln und gemeinsam Ziele zu erreichen. Von alltäglichen Interaktionen bis hin zu den größten menschlichen Unternehmungen hängt unser Erfolg hauptsächlich von der Fähigkeit ab mit anderen Menschen zusammenzuarbeiten. Die Entwicklung digitaler Technologien hat einen epochalen Wandel in Gang gesetzt, der es...",https://gamification.rw.fau.de/2022/10/01/gamification-und-kooperation-neuer-artikel-veroeffentlicht/
2022/08/23,Einladung: Interagieren Sie mit einem mobilen Roboter in einem interaktiven VR-Experiment am 27.8. und 3.9. im JOSEPHS in Nürnberg,"Juniorprofessur für Wirtschaftsinformatik, insbesondere Gamification",Am 27.08.2022 10:00-17:00 Uhr und 03.09.2022 10:00-17:00 Uhr laden wir im Offenen Innovationslabor JOSEPHS in Nürnberg Interessentinnen und Interessenten aus Nürnberg und Umgebung ein im Rahmen eines interaktiven Experiments mit einem mobilen Roboter in Virtual Reality (VR) zusammenarbeiten. Dabei tauchen die Teilnehmer und Teilnehmerinnen mithilfe einem VR-Headset in eine virtuelle...,https://gamification.rw.fau.de/2022/08/23/einladung-interagieren-sie-mit-einem-mobilen-roboter-in-einem-interaktiven-vr-experiment-am-27-8-und-3-9-im-josephs-in-nuernberg/
2022/08/23,2 offene Promotionsstellen – Gaming meets Mobility – in Kooperation mit CARIAD SE,"Juniorprofessur für Wirtschaftsinformatik, insbesondere Gamification","In Zusammenarbeit mit unserer Gamification-Forschungsgruppe an der Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) sucht CARIAD SE ab sofort zwei Doktoranden/innen (m/w/d) für Forschung rund um das Thema &#8222;Gaming in Mobilität&#8220;. &#160; Doktorandenstelle 1: Exploring the demographic, cultural, social, and psychological factors of gaming in mobility (m/f/d) Link zur vollständigen Stellenausschreibung: https://cariad.technology/de/en/careers/jobdetail.jobid3751.html Doktorandenstelle 2: My...",https://gamification.rw.fau.de/2022/08/23/2-offene-doktorandenstellen-gaming-meets-mobility/
2022/05/21,Zocken für die Wissenschaft an der Langen Nacht der Wissenschaft in Nürnberg,"Juniorprofessur für Wirtschaftsinformatik, insbesondere Gamification","Heute öffnen wir unser Labor für alle, die sich für unsere Gamification-Forschung interessieren, auf der „Langen Nacht der Wissenschaft“ in Nürnberg. Wir laden Sie ein, an vier interaktiven Experimenten teilzunehmen, bei denen die Teilnehmer Einblicke in unsere aktuellen Projekte erhalten: Bringen Sie einem digitalen Stift bei, Ihre Handschrift zu lesen,...",https://gamification.rw.fau.de/2022/05/21/zocken-fuer-die-wissenschaft-an-der-langen-nacht-der-wissenschaft-in-nuernberg/
2022/05/20,Metaversum trift auf Mobilität – Expertenvortrag bei CARIAD,"Juniorprofessur für Wirtschaftsinformatik, insbesondere Gamification","Zahlreiche Studien weisen darauf hin, dass ungefähr neun von zehn Personen der Generation Z regelmäßig Games spielen. Doch nicht nur sie, sondern auch ältere Zielgruppen – immerhin beträgt das durchschnittliche Alter von Spieler_innen etwa 35 Jahre – spielen gerne und häufig digitale Spiele. Diese Zielgruppen stellen sich mittlerweile unter Reisen...",https://gamification.rw.fau.de/2022/05/20/metaversum-trift-auf-mobilitaet-expertenvortrag-bei-cariad/
2022/05/14,Call for Papers on Games and Gamification @ 25th International Academic Mindtrek Conference,"Juniorprofessur für Wirtschaftsinformatik, insbesondere Gamification",Zusammen mit Prof. Dr. Juho Hamari veranstalte ich den &#8222;Games and Gamification&#8220; Track auf der 25. International Academic Mindtrek Conference vom 16. bis 18. November 2022. Reichen Sie jetzt Ihre neuste Games- oder Gamification-Forschung bei uns ein. Der aktuelle &#8222;Call for Papers&#8220; findet sich hier: https://gamification.rw.fau.eu/2022/05/14/games-and-gamification-track-25th-international-academic-mindtrek-conference/ &#160; &#160;,https://gamification.rw.fau.de/2022/05/14/games-and-gamification-track-25th-international-academic-mindtrek-conference/
